External_Id__c,Status,Parent_Type__c,Type,Description,City__c,Department__c,Division__c,CreatedDate,ClosedDate,Subject,Actual_Parent_Type__c,Actual_Type__c
608511,In Progress,,,CALLER STATED THAT HER NEIGHBOR (1560 DUCHESS DRIVE) HAVE A WATER LEAK AND ITS LEAKING INTO HER BACKYARD.  GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-04-27T09:14:00Z,,CALLER STATED THAT HER NEIGHBOR (1560 DUCHESS DRIVE) HAVE A WATER LEAK AND ITS LEAKING INTO HER BACKYARD.  GAVE CALLER ID NUMBER.,BUILDING CODE/ZONING VIOLATIONS,RESIDENTIAL DRAINAGE DISPUTE (CONSTRUCTION-RELATED)
608681,In Progress,,,SIDEWALKS ARE CRACKED AND SINKING,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-04-27T12:57:00Z,,SIDEWALKS ARE CRACKED AND SINKING,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
608888,In Progress,,,CORNER OF GRANITE AND JASPER BY THE ADDRESS 1302 IN THE CURVE TRASH ON CURVE,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-27T17:49:00Z,,CORNER OF GRANITE AND JASPER BY THE ADDRESS 1302 IN THE CURVE TRASH ON CURVE,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
608900,In Progress,,,SIDEWALK IS BROKEN,BATON ROUGE,MAINTENANCE,STREET MAINTENANCE,2020-04-27T18:33:00Z,,SIDEWALK IS BROKEN,ROAD MAINTENANCE ISSUES,SIDEWALK ISSUE
623819,In Progress,,,CALLER STATES GRASS IS HIGH AT ABOVE LOCATION AND CHILD ALMOST GOT BIT BY A SNAKE,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-16T16:57:00Z,,CALLER STATES GRASS IS HIGH AT ABOVE LOCATION AND CHILD ALMOST GOT BIT BY A SNAKE,BLIGHTED PROPERTIES,TALL GRASS
608544,In Progress,,,CALLER STATED THAT THE CANAL (ON CEDARCREST AVENUE CLOSE TO COURSEY BOULEVARD) NEEDS TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-04-27T09:57:00Z,,CALLER STATED THAT THE CANAL (ON CEDARCREST AVENUE CLOSE TO COURSEY BOULEVARD) NEEDS TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
623974,In Progress,,,CALLER IS REQUESTING THAT THE DRAINAGE DITCH/CANAL BEHIND THE HOMES ON THIS STREET BE SPRAYED. THE WEEDS ARE OVERGROWN AND NEED TO BE SPRAYED.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-17T10:21:00Z,,CALLER IS REQUESTING THAT THE DRAINAGE DITCH/CANAL BEHIND THE HOMES ON THIS STREET BE SPRAYED. THE WEEDS ARE OVERGROWN AND NEED TO BE SPRAYED.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
624128,In Progress,,,TREE LIMBS NEED TO BE PICKED UP IN FRONT VACANT LOT THE LEFT OF 11815 COOPER DR GAVE SERVICE #,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-17T13:30:00Z,,TREE LIMBS NEED TO BE PICKED UP IN FRONT VACANT LOT THE LEFT OF 11815 COOPER DR GAVE SERVICE #,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
608613,In Progress,,,DITCH IN FRONT OF HOME NEED TO BE DUG OUT TO ALLOW DRAINAGE,BAKER,MAINTENANCE,DRAINAGE MAINTENANCE,2020-04-27T11:30:00Z,,DITCH IN FRONT OF HOME NEED TO BE DUG OUT TO ALLOW DRAINAGE,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
608698,In Progress,,,REQUEST CULVERT BE PLACED ON LEFT SIDE OF PROPERTY,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-04-27T13:23:00Z,,REQUEST CULVERT BE PLACED ON LEFT SIDE OF PROPERTY,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
608762,In Progress,,,MISSED P/U OF LARGE PILE OF TREE DEBRIS ON FRIDAY,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-27T14:46:00Z,,MISSED P/U OF LARGE PILE OF TREE DEBRIS ON FRIDAY,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
624152,In Progress,,,GARBAGE TRUCK IS LEAKING OIL IN FRONT OF THE ADDRESS ABOVE AND OTHER PROPERTIES GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,ENVIRONMENTAL,2020-06-17T14:01:00Z,,GARBAGE TRUCK IS LEAKING OIL IN FRONT OF THE ADDRESS ABOVE AND OTHER PROPERTIES GAVE SERVICE #,ENVIRONMENTAL ISSUES,CHEMICAL SPILL OR LEAK
623944,In Progress,,,PROPERTY HAS TALL GRASS,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T09:50:00Z,,PROPERTY HAS TALL GRASS,BLIGHTED PROPERTIES,TALL GRASS
623961,In Progress,,,CALLER STATES THE GARBAGE TRUCKS ARE LEAKING FLUIDS ON THE STREET IN THE NEIGHBORHOOD,BATON ROUGE,DEVELOPMENT,ENVIRONMENTAL,2020-06-17T10:08:00Z,,CALLER STATES THE GARBAGE TRUCKS ARE LEAKING FLUIDS ON THE STREET IN THE NEIGHBORHOOD,ENVIRONMENTAL ISSUES,CHEMICAL SPILL OR LEAK
624157,In Progress,,,THERE WAS A FIRE AT 7821 DIRECTOR A FEW MONTHS AGO AND THERE HAVE BEEN NO REPAIRS DONE.  HOA IS COMPLAINING.  PLEASE INSPECT FOR POSSIBLE CONDEMNATION.,EAST BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T14:09:00Z,,THERE WAS A FIRE AT 7821 DIRECTOR A FEW MONTHS AGO AND THERE HAVE BEEN NO REPAIRS DONE.  HOA IS COMPLAINING.  PLEASE INSPECT FOR POSSIBLE CONDEMNATION.,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
624170,In Progress,,,"UNOCCUPIED HOME, ROOF IS CAVING IN AND THE HOUSE IS IN DEPLORABLE CONDITONS AND NEEDS TO BE TORN DOWN.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T14:20:00Z,,"UNOCCUPIED HOME, ROOF IS CAVING IN AND THE HOUSE IS IN DEPLORABLE CONDITONS AND NEEDS TO BE TORN DOWN.",BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
624219,In Progress,,,V/L AT ABOVE ADDRESS IS OVERGROWN AND NEEDS TO BE CUT.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T15:29:00Z,,V/L AT ABOVE ADDRESS IS OVERGROWN AND NEEDS TO BE CUT.,BLIGHTED PROPERTIES,TALL GRASS
623886,In Progress,,,B/U,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-06-17T08:32:00Z,,B/U,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP
624040,In Progress,,,PROPERTY LOCATED BEHIND THE PUMP STATION AT 170 SHELBY DR NEEDS TO BE CUT IT IS OVERGROWN,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T11:38:00Z,,PROPERTY LOCATED BEHIND THE PUMP STATION AT 170 SHELBY DR NEEDS TO BE CUT IT IS OVERGROWN,BLIGHTED PROPERTIES,TALL GRASS
624209,In Progress,,,CALLER STATE THE SIDEWALK IN FRONT OF HOME IS UNEVEN AND NEEDS TO BE REPAIRED.,BATON ROUGE,MAINTENANCE,STREET MAINTENANCE,2020-06-17T15:14:00Z,,CALLER STATE THE SIDEWALK IN FRONT OF HOME IS UNEVEN AND NEEDS TO BE REPAIRED.,ROAD MAINTENANCE ISSUES,SIDEWALK ISSUE
640870,In Progress,,,"YARD HAS HAD SCRAP METAL, SCRAP APPLIANCES, AND OTHER PILES OF JUNK SITTING IN IT AND ON THE CURB FOR QUITE SOME TIME.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-03T13:33:00Z,,"YARD HAS HAD SCRAP METAL, SCRAP APPLIANCES, AND OTHER PILES OF JUNK SITTING IN IT AND ON THE CURB FOR QUITE SOME TIME.",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
623999,In Progress,,,MICKENS RD BETWEEN HOOPER AND JOOR THE RIGHT OF WAY NEEDS TO BE CUT AND LITTER REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-17T10:45:00Z,,MICKENS RD BETWEEN HOOPER AND JOOR THE RIGHT OF WAY NEEDS TO BE CUT AND LITTER REMOVED,MOWING AND TREE ISSUES,REQUEST FOR MOWING
624057,In Progress,,,CALLER REQUESTING NO PARKING SIGNS BE INSTALLED ON SERVITUDE ACROSS FROM UNIT 105 LOCATE AT 224 OCEAN DR  MR BLADES WOULD LIKE TO MEET WITH INSPECTOR TO DISCUSS LOCATION FOR SIGNS - XXX-XXX-XXXX,BATON ROUGE,TRANSPORTATION AND DEVELOPMENT,TRAFFIC ENGINEERING,2020-06-17T12:09:00Z,,CALLER REQUESTING NO PARKING SIGNS BE INSTALLED ON SERVITUDE ACROSS FROM UNIT 105 LOCATE AT 224 OCEAN DR  MR BLADES WOULD LIKE TO MEET WITH INSPECTOR TO DISCUSS LOCATION FOR SIGNS - XXX-XXX-XXXX,STREET/TRAFFIC ISSUES,REQUEST TRAFFIC SIGN
624058,In Progress,,,CANAL NEED TO BE CUT THE FRONT OF THE ADDRESS ABOVE GAVE SERVICE #,ZACHARY,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-17T12:11:00Z,,CANAL NEED TO BE CUT THE FRONT OF THE ADDRESS ABOVE GAVE SERVICE #,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
624109,In Progress,,,CALLER STATED THAT ON THE VACANT LOT ACROSS THE STREET FROM HER HOUSE GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T13:10:00Z,,CALLER STATED THAT ON THE VACANT LOT ACROSS THE STREET FROM HER HOUSE GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BLIGHTED PROPERTIES,TALL GRASS
624117,In Progress,,,CALLER STATES THAT THE GARBAGE TRUCK SPILLED SOME TYPE OF FLUID/OIL IN FRONT OF HER DRIVEWAY. THEY WERE THERE FOR ABOUT AN HOUR DUE TO THIS. SHE WOULD LIKE FOR SOMEONE TO COME OUT TO MAKE SURE THAT IT IS NOT HAZARDOUS.,BATON ROUGE,DEVELOPMENT,ENVIRONMENTAL,2020-06-17T13:21:00Z,,CALLER STATES THAT THE GARBAGE TRUCK SPILLED SOME TYPE OF FLUID/OIL IN FRONT OF HER DRIVEWAY. THEY WERE THERE FOR ABOUT AN HOUR DUE TO THIS. SHE WOULD LIKE FOR SOMEONE TO COME OUT TO MAKE SURE THAT IT IS NOT HAZARDOUS.,ENVIRONMENTAL ISSUES,CHEMICAL SPILL OR LEAK
623946,In Progress,,,"PROPERTY HAS JUNK, TRASH & DEBRIS",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-17T09:51:00Z,,"PROPERTY HAS JUNK, TRASH & DEBRIS",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
640931,In Progress,,,"TRASH, COUCHES, MATTRESS",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-08-03T14:41:00Z,,"TRASH, COUCHES, MATTRESS",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
624153,In Progress,,,CALLER IS REQUESTING THE DITCH IN THE FRONT OF HER HOUSE TO BE CUT.  GAVE CALLER ID NUMBER,ZACHARY,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-17T14:03:00Z,,CALLER IS REQUESTING THE DITCH IN THE FRONT OF HER HOUSE TO BE CUT.  GAVE CALLER ID NUMBER,MOWING AND TREE ISSUES,REQUEST FOR MOWING
623985,In Progress,,,REQUEST REMOVAL OF JUNK AND DEBRIS ON THE CURB IN FRONT OF A VACANT HOME ON STILT ST AT BOOKER ST,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-17T10:34:00Z,,REQUEST REMOVAL OF JUNK AND DEBRIS ON THE CURB IN FRONT OF A VACANT HOME ON STILT ST AT BOOKER ST,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
624113,In Progress,,,BUILDER IS WORKING ON A BUILDING THAT IS OVER THE PROPERTY LINE  NEXT TO 650 MOUTON ST BLOCK 9 LOT 20 GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-06-17T13:15:00Z,,BUILDER IS WORKING ON A BUILDING THAT IS OVER THE PROPERTY LINE  NEXT TO 650 MOUTON ST BLOCK 9 LOT 20 GAVE SERVICE #,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
624070,In Progress,,,TRASH AT 3742 GERONIMO STREET..  THE TRASH IS AT THE ROAD SLIGHTLY COVERED WITH GRASS.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-17T12:31:00Z,,TRASH AT 3742 GERONIMO STREET..  THE TRASH IS AT THE ROAD SLIGHTLY COVERED WITH GRASS.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
646678,In Progress,,,DITCH ACROSS FROM CALLERS HOME IS CLOGGED AND NEEDS TO BE CLEANED OUT,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-08-21T10:30:00Z,,DITCH ACROSS FROM CALLERS HOME IS CLOGGED AND NEEDS TO BE CLEANED OUT,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
636185,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH SITTING TO THE SIDE OF HER HOME BE CUT SO THE WATER CAN FLOW ...., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-20T14:37:00Z,,"CALLER IS REQUESTING THAT THE DITCH SITTING TO THE SIDE OF HER HOME BE CUT SO THE WATER CAN FLOW ...., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
638565,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH BE CUT RUNNING ALONG THE SIDE OF HER HOME...., GAVE ID#",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-27T09:54:00Z,,"CALLER IS REQUESTING THAT THE DITCH BE CUT RUNNING ALONG THE SIDE OF HER HOME...., GAVE ID#",MOWING AND TREE ISSUES,REQUEST FOR MOWING
639835,In Progress,,,ABANDONED PROPERTY TO THE RIGHT OF 1662 N 44TH ST YARD IS  OVERGROWN GRASS NEED TO BE CUT AND ANBANDONED CAR NEED TO BE REMOVED,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T10:49:00Z,,ABANDONED PROPERTY TO THE RIGHT OF 1662 N 44TH ST YARD IS  OVERGROWN GRASS NEED TO BE CUT AND ANBANDONED CAR NEED TO BE REMOVED,BLIGHTED PROPERTIES,TALL GRASS
639929,In Progress,,,TREE LIMBS AND BRANCHES NEED TO BE REMOVED FROM THE VACANT LOT THE RIGHT OF 7660 FLORIDA BLVD MAX QUALITY AUTO GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T13:58:00Z,,TREE LIMBS AND BRANCHES NEED TO BE REMOVED FROM THE VACANT LOT THE RIGHT OF 7660 FLORIDA BLVD MAX QUALITY AUTO GAVE SERVICE #,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
640117,In Progress,,,LOCATE TIE-IN NEEDED; PER PLUMBER IT MAY BE UNDER A TREE,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-31T09:46:00Z,,LOCATE TIE-IN NEEDED; PER PLUMBER IT MAY BE UNDER A TREE,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
640124,In Progress,,,V/L LOT IS OVERGROWN AND NEEDS TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T09:57:00Z,,V/L LOT IS OVERGROWN AND NEEDS TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
640196,In Progress,,,GRASS ON THE VACANT LOTS BEHIND 2640 ALASKA IS GROWING OVER ONTO CALLERS PROPERTY. PLEASE INSPECT.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T11:22:00Z,,GRASS ON THE VACANT LOTS BEHIND 2640 ALASKA IS GROWING OVER ONTO CALLERS PROPERTY. PLEASE INSPECT.,BLIGHTED PROPERTIES,TALL GRASS
608464,In Progress,,,"ABANDONED HOME, TREES OVERGROWN AND NEEDS TO BE CUT.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-04-27T08:05:00Z,,"ABANDONED HOME, TREES OVERGROWN AND NEEDS TO BE CUT.",BLIGHTED PROPERTIES,TALL GRASS
640257,In Progress,,,PROPERTY AT 3789 KEOKUK IS OPEN AND PEOPLE HAVE BEEN GOING IN AND OUT. PLEASE INSPECT.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T13:12:00Z,,PROPERTY AT 3789 KEOKUK IS OPEN AND PEOPLE HAVE BEEN GOING IN AND OUT. PLEASE INSPECT.,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
608721,In Progress,,,BARRICADE NEEDED FOR SIDEWALK BUCKLING ON THE SIDE OF THE HOME  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-04-27T13:50:00Z,,BARRICADE NEEDED FOR SIDEWALK BUCKLING ON THE SIDE OF THE HOME  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
640271,In Progress,,,CONCRETE WAS POURED INTO THE DRAINS NEAR THE CORNER OF THICKET PASS AND PINE GROVE,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T13:38:00Z,,CONCRETE WAS POURED INTO THE DRAINS NEAR THE CORNER OF THICKET PASS AND PINE GROVE,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
640278,In Progress,,,DITCH BEHIND THE HOMES ON SEQUOIA AND W ERIN NEEDS TO BE DUG OUT. THE WATER BACKS UP INTO THE YARDS.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T13:47:00Z,,DITCH BEHIND THE HOMES ON SEQUOIA AND W ERIN NEEDS TO BE DUG OUT. THE WATER BACKS UP INTO THE YARDS.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
640300,In Progress,,,SINK HOLE ON THE LEFT SIDE OF THE HOME AND IN THE BACK YARD NEED TO BE REPAIRED  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T14:15:00Z,,SINK HOLE ON THE LEFT SIDE OF THE HOME AND IN THE BACK YARD NEED TO BE REPAIRED  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
640331,In Progress,,,STORM DRAIN LID MISSING  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T15:01:00Z,,STORM DRAIN LID MISSING  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",MISSING/DAMAGED STORMWATER DRAIN LID
640341,In Progress,,,GRASS IN THE BACKYARD AT 6343 DUTTON AVE IS OVERGROWN,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T15:14:00Z,,GRASS IN THE BACKYARD AT 6343 DUTTON AVE IS OVERGROWN,BLIGHTED PROPERTIES,TALL GRASS
640386,In Progress,,,"JUNK, TRASH AND DEBRIS NEAR AND AROUND THE DUMPSTER THAT NEEDS TO BE PICKED UP. APARTMENT COMPLEX",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T16:32:00Z,,"JUNK, TRASH AND DEBRIS NEAR AND AROUND THE DUMPSTER THAT NEEDS TO BE PICKED UP. APARTMENT COMPLEX",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
640678,In Progress,,,REQUEST RECYCLE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-03T09:33:00Z,,REQUEST RECYCLE CART,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
608904,In Progress,,,BLIGHTED STRUCTURES LOCATED IN THE REAR OF THE PROPERTY. HOME HAS SEVERAL SHEDS OR STRUCTURES THAT ARE IN DISREPAIR SHOULD BE REPAIRED OR DEMOLISHED. ATTRACTING RODENTS AND WILDLIFE. CANNOT SEE FROM THE ROADWAY LOCATED NEXT TO ADJACENT YARDS.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-04-27T19:17:00Z,,BLIGHTED STRUCTURES LOCATED IN THE REAR OF THE PROPERTY. HOME HAS SEVERAL SHEDS OR STRUCTURES THAT ARE IN DISREPAIR SHOULD BE REPAIRED OR DEMOLISHED. ATTRACTING RODENTS AND WILDLIFE. CANNOT SEE FROM THE ROADWAY LOCATED NEXT TO ADJACENT YARDS.,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
608954,In Progress,,,V/L TO THE RIGHT OF 2387 VIRGINIA ST NEEDS TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-04-28T08:40:00Z,,V/L TO THE RIGHT OF 2387 VIRGINIA ST NEEDS TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
640829,In Progress,,,96 GAL CART/ LID REPLACEMENT,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-03T12:29:00Z,,96 GAL CART/ LID REPLACEMENT,GARBAGE,DAMAGED GARBAGE CART
609022,In Progress,,,CALLER STATED THAT THE DRAIN AT (6175 CONFIDENCE STREET) NEEDS TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-04-28T09:55:00Z,,CALLER STATED THAT THE DRAIN AT (6175 CONFIDENCE STREET) NEEDS TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
609228,In Progress,,,5 TIRES DUMPED IN FRONT OF THIS V/L.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-28T14:47:00Z,,5 TIRES DUMPED IN FRONT OF THIS V/L.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
608969,In Progress,,,TO THE RIGHT OF 3724  GERONIMO STREET THERE IS TRASH.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-28T08:57:00Z,,TO THE RIGHT OF 3724  GERONIMO STREET THERE IS TRASH.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
608996,In Progress,,,CALLER STATED THAT THERE IS A A LARGE AMOUNT OF DEBRIS THAT NEEDS TO BE REMOVED.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-28T09:27:00Z,,CALLER STATED THAT THERE IS A A LARGE AMOUNT OF DEBRIS THAT NEEDS TO BE REMOVED.  GAVE CALLER ID NUMBER.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
609155,In Progress,,,CALLER STATED THAT SHE HAVE A SINK HOLE IN HER BACKYARD (LEFT).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-04-28T13:07:00Z,,CALLER STATED THAT SHE HAVE A SINK HOLE IN HER BACKYARD (LEFT).  GAVE CALLER ID NUMBER.,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
609072,In Progress,,,"THERE ARE ABOUT FIFTEEN TIRES IN THE RIGHT-OF-WAY NEXT TO A DUMPSTER ON WASHINGTON AVE, WHERE IT TURNS INTO GREENWELL SPRINGS RD. THIS IS TO THE LEFT OF THE FOOD MART AT 5635 GREENWELL SPRINGS RD.",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-28T11:08:00Z,,"THERE ARE ABOUT FIFTEEN TIRES IN THE RIGHT-OF-WAY NEXT TO A DUMPSTER ON WASHINGTON AVE, WHERE IT TURNS INTO GREENWELL SPRINGS RD. THIS IS TO THE LEFT OF THE FOOD MART AT 5635 GREENWELL SPRINGS RD.",ENVIRONMENTAL ISSUES,TIRE DUMPING
640903,In Progress,,,"IS THIS LEGAL, A1 SHOULD BE DUST FREE?",BATON ROUGE,DEVELOPMENT,SUBDIVISIONS,2020-08-03T14:11:00Z,,"IS THIS LEGAL, A1 SHOULD BE DUST FREE?",NEIGHBORHOOD/SUBDIVISION ISSUES,GRAVEL DRIVE ISSUES
609141,In Progress,,,DITCH ON SIDE OF HOME NEED TO BE CUT AND CLEANED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-04-28T12:44:00Z,,DITCH ON SIDE OF HOME NEED TO BE CUT AND CLEANED,MOWING AND TREE ISSUES,REQUEST FOR MOWING
608965,In Progress,,,TRASH AT 2534 WYANDOTTE STREET,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-04-28T08:53:00Z,,TRASH AT 2534 WYANDOTTE STREET,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
